    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_103: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_104: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_105: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_106: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_107: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_108: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_109: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_110: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_111: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_112: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_113: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_114: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_115: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_116: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_117: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_118: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_119: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_120: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_trip_update_handler__mutmut_121: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_1: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_2: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_3: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_4: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_5: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_6: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_7: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_8: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_9: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_10: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_11: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_12: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_13: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_14: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_15: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_16: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_17: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_18: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_19: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_20: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_21: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_22: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_23: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_24: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_25: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_26: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_27: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_28: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_edit_trip_handler__mutmut_29: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_1: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_2: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_3: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_4: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_5: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_6: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_7: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_8: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_9: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_10: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_11: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_12: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_13: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_14: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_15: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_16: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_17: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_18: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_19: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_20: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_21: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_22: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_23: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_delete_trip_handler__mutmut_24: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_1: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_2: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_3: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_4: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_5: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_6: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_7: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_8: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_9: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_10: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_11: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_12: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_13: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_14: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_15: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_16: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_17: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_18: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_19: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_20: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_21: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_22: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_pause_recurring_handler__mutmut_23: survived
    custom_components.ev_trip_planner.services._handler_factories.x_make_resume_recurring_handler__mutmut_1: survived
